resort_id,resort,brand,area,sezione,contenuto,prezzo_indicativo,url
167,Alborea Ecolodge Resort,Ethra Reserve,Puglia,Inizio e fine soggiorno,Check-in L'ingresso in camera è previsto a partire dalle ore 16:00 del giorno di arrivo. Check-out La camera deve essere liberata entro le ore 10:00 del giorno di partenza. Il soggiorno inizia con la cena il giorno di arrivo e termina con il pranzo il giorno della partenza.,"a partire da € 133,50 / persona invece di € 153,52",https://www.ilmiovillaggio.it/villaggio/167/alborea-ecolodge-resort
167,Alborea Ecolodge Resort,Ethra Reserve,Puglia,Documenti richiesti,"Al proprio arrivo sarà necessario mostrare i documenti di tutti gli ospiti, bambini e neonati compresi. Per i minori soggetti a riduzioni, la mancata presentazione dei documenti o la diversa età segnalata in fase di prenotazione, comporterà la perdita della riduzione o l'adattamento alla fascia spettante, secondo le policy vigenti in struttura. Da considerare l'età dei partecipanti al momento del check-in (ingresso in struttura).","a partire da € 133,50 / persona invece di € 153,52",https://www.ilmiovillaggio.it/villaggio/167/alborea-ecolodge-resort
167,Alborea Ecolodge Resort,Ethra Reserve,Puglia,Come raggiungere la struttura,Da Bari autostrada A14 fino alla barriera di Taranto. Da Taranto si prosegue in direzione Reggio Calabria sulla superstrada SS106 fino all’uscita di Castellaneta Marina Stazione di Metaponto a 20 km; Stazione di Taranto a 40 km Aeroporto di Bari a 100 km; Aeroporto di Brindisi a 100 km,"a partire da € 133,50 / persona invece di € 153,52",https://www.ilmiovillaggio.it/villaggio/167/alborea-ecolodge-resort
168,GranSerena Hotel,Bluserena,Puglia,Scheda sintetica,"GranSerena Hotel è un villaggio del catalogo Il Mio Villaggio. Catena/brand: Bluserena. Destinazione: Puglia. Prezzo indicativo: a partire da € 135,00 / persona invece di € 155,25. Argomenti coperti dalla scheda: Descrizione, Camere, Junior Suite, Spiaggia, Piscine, Soft Inclusive, All Inclusive, Ristoranti, Bar, Biberoneria, Animazione, Sport, Benessere, Accessibilità, Animali, Servizi Inclusi, Servizi a Pagamento, Supplementi Facoltativi, Inizio e fine soggiorno, Documenti richiesti, Come raggiungere la struttura. Pagina: https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Descrizione,"Un delizioso giardino di palme affacciato sul mare: il villaggio Granserena Hotel a Torre Canne è un rifugio elegante dove la Puglia ha profumo di natura e luce. Praticamente accanto al Parco Naturale delle Dune Costiere e a pochi passi dalla Valle d’Itria: qui la vacanza scorre tra spiaggia, comfort e benessere termale.","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Camere,"Le camere sono pensate come spazi di quiete e comfort, con ambienti luminosi e curati; alcune regalano scorci sul mare. La sistemazione è in un edificio di sei piani e si può scegliere tra diverse tipologie, per adattare il soggiorno alle esigenze della coppia o della famiglia.","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Camere,Tipologie di sistemazione disponibili nella struttura.,"a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Camere > Classic,"Le camere Classic offrono una sistemazione accogliente per due ospiti , con la possibilità di aggiungere un terzo letto in alcune di esse. Possono essere senza balconcino, con balconcino e vista mare.","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Camere > Superior,"Accoglienti camere, ideali per 2 o 3 ospiti e offrono tutto il comfort di cui hai bisogno. Se viaggi con più di due bambini tra 0 e 3 anni non compiuti, accoglieremo i tuoi piccoli con 2 culle di tipo pieghevole e 1 letto singolo con spondine (in questo caso lo spazio sarà un po’ più raccolto). Possono essere con balconcino e vista mare.","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Camere > Family,"La camera Family, con i suoi 30 mq, è progettata per ospitare comodamente fino a 4 persone al primo piano , seppur senza balconcino. Caratterizzate da due ambienti separati da una porta divisoria e un bagno privato, queste camere offrono una soluzione spaziosa e funzionale.","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Junior Suite,"Spaziose e luminose, da 41-45 mq, perfette per 4 ospiti, con possibilità di aggiungere una culla. Sono all'ultimo piano (non servito da ascensore), composte da zona giorno con divano letto matrimoniale e divanetto e zona notte con letto matrimoniale. I due ambienti sono divisi da elementi d’arredo. L’ampio bagno e il grande balcone completano il tuo spazio di relax. Oltre alle dotazioni delle camere Classic, offrono bollitore con tè e tisane, macchina espresso, TV con Sky (disponibile durante la stagione estiva), open frigo bar con acqua, 2 bibite e birra, noleggio gratuito di un telo mare a persona, a partire dai 3 anni, con cambio giornaliero. Possono essere con balconcino o vista mare. Wi-Fi; aria condizionata; TV; mini-frigo; cassaforte; bagno privato","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Spiaggia,"La spiaggia è sabbiosa , privata e a pochi passi dall’hotel, bagnata da un mare con fondale basso , adatto ai giochi dei bambini. Il servizio spiaggia include 1 ombrellone e 2 lettini per camera, con assegnazione giornaliera e fino ad esaurimento. Per chi desidera una posizione più vicina al mare, è possibile richiedere 1ª, 2ª, 3ª o 4ª fila con supplemento, secondo disponibilità.","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Piscine,La zona piscine include: Piscina d’acqua termale con acquascivoli e idromassaggio; Piscina d’acqua termale per il nuoto; Piscina riservata ai bimbi dei Mini Club; Piscina semiolimpionica nel Parco termale,"a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Soft Inclusive,"La Soft Inclusive include colazioni, pranzi e cene al ristorante centrale; ristoranti tematici; Baby Kitchen; bevande alla spina durante i pasti; soft drink, succhi e caffè espresso nei bar; ombrellone in spiaggia; piscine, sport, animazione per adulti e bambini.","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,All Inclusive,La All Inclusive comprende quanto previsto dalla Soft Inclusive e aggiunge cocktail e aperitivi; selezione di bevande alcoliche; snack dolci e salati; caffetteria speciale; colazione tardiva; telo mare per ogni ospite; gift Bluserena,"a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Ristoranti,"La ristorazione accompagna la vacanza con proposte che valorizzano sapori e varietà: ristorante centrale a buffet con show cooking e ristorante tipico Il Gusto. Per chi ama pranzare all’aperto è presente Il Patio , area esterna ombreggiata. È disponibile anche la formula Sea Box per consumare il pranzo sotto l’ombrellone.","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Bar,"I bar sono presenti in piazzetta, in spiaggia e presso le terme. Sono previste attenzioni dedicate: è disponibile una scelta di alimenti senza glutine, l attosio o uova, sia confezionati sia freschi.","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Biberoneria,"È presente la Baby Kitchen , con tavoli, sedie, seggioloni e alimenti durante l’orario dei pasti.","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Animazione,"La vacanza è animata da una grande équipe , con intrattenimento diurno, grandi spettacoli serali e intrattenimento musicale. Sono presenti il Blu Circus e attività come tornei sportivi, di carte e giochi di società, lezioni di ballo, balli di gruppo, party serali a tema ed escursioni. Per bambini e ragazzi sono previsti club dedicati: Serenino Club (3–5 anni), SereninoPiù Club (6–9 anni), SerenUp (10–13 anni), SerenHappy (14–17 anni), con pranzo assistito con gli animatori e, a luglio e agosto, anche cena assistita.","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Sport,"Sono disponibili attività e spazi per lo sport: moderna area fitness con macchine isotoniche, manubri, bici da spinning, balance board, corda sviluppo forza e ginnastiche di gruppo. Tra le attività indicate anche le novità 2026: Acqua Fitness e Fun Dance. Per lo sport in spiaggia è presente Bluserena SeaSport con attrezzature per gli sport d’acqua e di vento.","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Benessere,"Il benessere è legato al Parco Termale all’aperto di Torre Canne , con percorso kneipp, due mini-piscine con idromassaggio, ThermalFalls, ThermalBalance e piscina semiolimpionica. Ristorazione Accessibilità","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Accessibilità,"Struttura senza barriere architettoniche. Disponibili camere per diversamente abili, posti riservati al parcheggio, in anfiteatro e in spiaggia. Disponibile sedia JOB per il bagno in mare e noleggio sedie a rotelle.","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Animali,Sono disponibili Classic Dog Room con cuccia e scodelle per cibo e acqua. Ammessi cagnolini fino a 5 kg. Disponibilità limitata: consigliata prenotazione anticipata. Accessibilità Altri Servizi,"a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Servizi Inclusi,"Sono disponibili Wi-Fi gratuito in tutte le camere e negli spazi comuni, medico 24h su 24, parcheggio interno, accesso alle Terme di Torre Canne. In spiaggia sono disponibili attività nautiche come pedalò, canoe, vela, windsurf e tavole paddle surf","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Servizi a Pagamento,"Escursioni guidate (tra cui le città bianche della Valle d’Itria, le grotte di Castellana, Ostuni, Polignano); noleggio auto, passeggini e biciclette; galleria commerciale, boutique, emporio.","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Supplementi Facoltativi,"È possibile scegliere il tavolo riservato per la famiglia nella sala interna del ristorante centrale. È disponibile anche il Patio come area esterna ombreggiata, assegnata alla famiglia per tutto il soggiorno (gratuito), e la possibilità di usufruire del tavolo non assegnato nell’area esterna del ristorante centrale (gratuito). È disponibile il check-out posticipato , con camera e ombrellone a disposizione fino alle ore 14.15 il giorno di partenza; il servizio è a pagamento, soggetto a disponibilità limitata e da prenotare secondo le modalità indicate nelle fonti. Disponibile anche il Kit Serenella per bambini, oltre a transfer per hotel e transfer per aeroporto.","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Inizio e fine soggiorno,Check-in L'ingresso in camera è previsto a partire dalle ore 16:00 del giorno di arrivo. Check-out La camera deve essere liberata entro le ore 10:00 del giorno di partenza. Il soggiorno inizia con la cena il giorno di arrivo e termina con il pranzo il giorno della partenza.,"a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Documenti richiesti,"Al proprio arrivo sarà necessario mostrare i documenti di tutti gli ospiti, bambini e neonati compresi. Per i minori soggetti a riduzioni, la mancata presentazione dei documenti o la diversa età segnalata in fase di prenotazione, comporterà la perdita della riduzione o l'adattamento alla fascia spettante, secondo le policy vigenti in struttura. Da considerare l'età dei partecipanti al momento del check-in (ingresso in struttura).","a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
168,GranSerena Hotel,Bluserena,Puglia,Come raggiungere la struttura,Se si proviene da nord: autostrade A14 Milano-Bari sud o A1 fino a Napoli/A16 fino a Cerignola/A14 fino a Bari sud da Bari sud si prosegue verso Brindisi con la superstrada SS 16 fino all’uscita Torre Canne. Stazione di Fasano a 10 km Aeroporto di Brindisi a 50 km; Aeroporto di Bari a 77 km,"a partire da € 135,00 / persona invece di € 155,25",https://www.ilmiovillaggio.it/villaggio/168/granserena-hotel
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Scheda sintetica,"Kalidria Hotel & Thalasso Spa è un villaggio del catalogo Il Mio Villaggio. Catena/brand: Ethra Reserve. Destinazione: Puglia. Prezzo indicativo: a partire da € 133,00 / persona invece di € 152,95. Argomenti coperti dalla scheda: Descrizione, Camere, Ecolodge Suite, Suite, Suite Albachiara, Spiaggia, Piscine, Mezza Pensione, Ristoranti, Bar, Baby Kitchen, Animazione, Sport, Thalasso SPA, Vacanza accessibile, Animali ammessi, Servizi, Supplementi obbligatori, Supplementi facoltativi, Inizio e fine soggiorno, Preferenze assegnazione delle camere, Documenti richiesti, Come raggiungere la struttura. Pagina: https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Descrizione,"Il Kalidria Hotel & Thalasso SPA ti accoglie nella bella Puglia, a Castellaneta Marina , in un territorio ricco di natura, storia e arte. Qui, nel cuore del Mediterraneo, l’ospitalità diventa esperienza. Con la sua splendida Ethra Thalasso SPA , l’hotel è un’oasi di armonia e rigenerazione, ispirata dal potere dell’acqua e del mare. È parte della prestigiosa Ethra Reserve , immersa nel verde della Riserva Naturale di Stornara .","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Camere,"Al Kalidria Hotel & Thalasso SPA ogni dettaglio è pensato per sorprenderti. 106 camere, suite ed Ecolodge, tutti circondati dalla natura, ti accolgono con spazi raffinati e una vista sulla pineta che incanta. Trovi aria condizionata, TV con SKY, Wi-Fi, cassaforte, mini-frigo, macchina caffè in capsule, kettle con selezione di tè e tisane.","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Camere,Tipologie di sistemazione disponibili nella struttura.,"a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Camere > Classic,"Al secondo piano trovi le confortevoli e accoglienti camere Classic, di 30 mq , con due letti alla francese o con letto matrimoniale. Il terrazzo privato , arredato con cura, affaccia sulla pineta, regalandoti momenti di serenità. In spiaggia ti aspetta un ombrellone con due lettini (non assegnato). Alcune offrono bagni per ospiti con esigenze speciali .","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Camere > Superior,"Le raffinate camere Superior offrono 37 mq di comfort. Sono al primo piano e ti accolgono con due letti alla francese, con la possibilità di aggiungere una culla o un divano letto singolo. Il terrazzo privato e arredato ti permette di respirare la quiete della natura circostante. In spiaggia hai la sistemazione Superior, con il tuo ombrellone (non assegnato) e due lettini .","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Ecolodge Suite,"Gli Ecolodge suite sono un’immersione completa nella natura. Sono a 150 m dall’hotel , indipendenti e di ben 50 mq . Offrono un patio esterno arredato con tavolino e sedie per goderti la pace della pineta. Trovi contatto con la natura, ma anche tanti comfort. Puoi scegliere tra monolocali con ampio open space con salotto, TV, divano letto matrimoniale, zona con letto matrimoniale; oppure i bilocali con camera matrimoniale con 2 letti alla francese, vano con salottino e 2 letti singoli (dormeuse), doppia TV. Entrambe le tipologie offrono 2 bagni (uno con solo lavabo e vasca idromassaggio ). Per te anche 2 bici per adulti e, in spiaggia, ti attende una sistemazione Premium, con ombrellone in prima fila (non assegnato) e due lettini .","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Suite,"Qui l’esclusività prende forma. Le suite, in oltre 60 mq , poste al 2° piano , ti offrono ampi ambienti separati : una camera da letto matrimoniale con cabina armadio, una zona living con divano letto matrimoniale, una grande sala da bagno. Non poteva mancare l’ ampio terrazzo arredato affacciato sulla pineta. In camera troverai una selezione di prelibatezze dolci o salate e un esclusivo set di cortesia con latte corpo, bagnodoccia, hair conditioner e crema mani. La suite ti offre una sistemazione Premium in spiaggia, con ombrellone in prima fila (non assegnato) e due lettini. Se soggiorni per più di tre giorni, ti aspetta una vera coccola: un massaggio corpo di 30 minuti da scegliere nel nostro ricco menu.","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Suite Albachiara,"100 mq. di pura eleganza, con un’ampia area lounge, una camera da letto con due letti alla francese, angolo scrittura e una comoda cabina armadio. La raffinata sala da bagno offre doppio ambiente e un grande terrazzo arredato con vista sulla pineta ti permetterà di godere della quiete di Ethra Reserve. In camera trovi una selezione di prelibatezze dolci o salate e un esclusivo set di cortesia con latte corpo, bagnodoccia, hair conditioner e crema mani, oltre a un gadget Rituals. Per tutto il soggiorno hai a disposizione 2 e-bike , per esplorare in autonomia l’incanto di Ethra Reserve. Il soggiorno nella Suite Albachiara include una sistemazione esclusiva a Ethra Beach Club : ad attenderti un Bali bed matrimoniale con morbidi materassi, per godere di privacy e comfort. Durante il soggiorno, abbiamo per te una vera coccola: un massaggio corpo di 1 ora da scegliere nel nostro ricco menu.","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Suite Albachiara > Dog Room,"Se viaggi con il tuo cagnolino, le camere Classic e Superior sono pronte ad accoglierlo. Soggiornerà nel terrazzino della camera, dove potrà muoversi in libertà e sicurezza. Trovi la cuccia e le scodelle per cibo e acqua. Sono i benvenuti cagnolini di massimo 10 kg . La disponibilità è limitata, quindi, prenota in anticipo.","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Spiaggia,"Un litorale intatto, un nastro di sabbia dorata fra le dune, i profumi della macchia mediterranea e un panorama da sogno. Qui, il tempo sembra sospeso, fra le sfumature di blu del mare e l’azzurro del cielo. Il Kalidria Hotel & Thalasso SPA è unito alla spiaggia da una pineta secolare e dalla macchia profumata di ginepro, mirto e lentisco. Il fondale di sabbia digrada dolcemente , perfetto per i bagni dei bambini. A seconda della tipologia di camere scelta, in spiaggia troverai il tuo Bali bed o un ombrellone con due lettini e morbidi teli mare. In spiaggia trovi l’esclusivo Ethra Beach Club. Un angolo di relax, privacy e servizi su misura. Morbidi materassi nelle prime due file di ombrelloni; l’intimità di ampi Bali bed matrimoniali, mentre ti lasci avvolgere dalla freschezza di soffici teli mare. Dal 15 giugno al 13 settembre, le nostre hostess ti accoglieranno e un cameriere dedicato si prenderà cura di te. Raffinate proposte del ristorante Mediterraneo, snack e drink ti verranno serviti direttamente in spiaggia, per un’esperienza di relax totale. Un comodo servizio navetta ti porta dall’hotel alla spiaggia riservata.","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Piscine,"Il Kalidria Hotel & Thalasso SPA offre agli ospiti una piscina esterna di acqua di mare immersa in un giardino mediterraneo, ideale per momenti di relax tra natura e silenzio. È presente inoltre una piscina interna di acqua di mare , pensata per chi desidera rigenerarsi in un ambiente più raccolto. Per i più piccoli è disponibile una piscina riservata ai bambini del Mini Club, situata presso il vicino Calanè Resort e Valentino Resort.","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Mezza Pensione,"Il trattamento previsto è di mezza pensione, con colazione e cena . Bevande ai pasti non incluse. Per maggiori info, leggere la sezione “Ristorazione”.","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Ristoranti,"Al ristorante Al Kalidria ti attende una ricca e varia prima colazione a buffet ; la sera puoi gustare una raffinata cena con servizio al tavolo . L’acqua e le altre bevande sono disponibili a pagamento. Puoi scegliere il tavolo nella sala interna o nell’ombreggiata area esterna al ristorante, prenotabile direttamente in hotel (fino a esaurimento disponibilità). Se soggiorni in Suite puoi richiedere il tavolo assegnato nell’area esterna per tutta la durata della vacanza. Per un’esperienza ancora più ricca di gusto, puoi scoprire i sapori degli altri ristoranti di Ethra Reserve : il ristorante tipico Il Gusto, presso il Calanè Resort, con servizio al tavolo; la Pinseria Ethra, presso il Valentino Resort, con servizio à la carte. Per il pranzo hai un’ampia scelta di soluzioni gustose a pagamento , prenotabili in hotel, fino a esaurimento disponibilità. In spiaggia, puoi concederti un pranzo al ristorante Mediterraneo, con servizio al tavolo, oppure gustare le sue specialità direttamente nel tuo ombrellone o Bali Bed all’Ethra Beach Club. Dal tuo ombrellone puoi ordinare una selezione di deliziosi snack. Puoi anche prenotare la nostra Sea Box . Se preferisci restare in hotel, il bar Kalidria offre pranzi leggeri e ricchi di gusto.","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Bar,"Il villaggio Bluserena dispone di due bar , di cui uno in hotel e uno direttamente in spiaggia , offrendo il massimo comfort e raffinatezza durante il soggiorno. Per quanto riguarda le esigenze dietetiche speciali, il resort presta particolare attenzione alle allergie alimentari. Ogni piatto è accompagnato da una chiara informazione sugli allergeni , per garantirti una scelta consapevole e sicura. Sebbene le cucine, per via delle dimensioni e dell’organizzazione, non possano offrire la personalizzazione delle pietanze, nel ristorante centrale troverai sempre un assortimento base di alimenti (sia confenzionati che freschi) senza glutine , senza lattosio e senza uova . Si segnala che, per le caratteristiche strutturali delle cucine, non è possibile assicurare l’assenza assoluta di contaminazioni per alcun tipo di intolleranza, salvo per i prodotti confezionati.","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Baby Kitchen,"Se hai bimbi 0-3 anni , hai a disposizione la Baby Kitchen ( presso l’Alborèa Ecolodge Resort ) per preparare le pappe in tutta comodità, aperta dalle 06:00 a mezzanotte. La cucina, mette a disposizione spazi accoglienti e tutto ciò che serve per preparare le pappe in tutta comodità. Trovi tavoli, sedie, seggioloni e assistenza durante i pasti. A tua disposizione, durante i pasti principali: brodi vegetali e di carne, passato di verdure, pastine, fettine di carne, filetti di pesce, prosciutto cotto, latticini, frutta fresca, latte fresco, latte di soia, latte di riso, latte senza lattosio, yogurt, marmellate, tè, camomilla e biscotti. Non sono disponibili omogeneizzati, formaggini e latte per la prima infanzia, sia liquido che in polvere. Potrai anche riscaldare latte e omogeneizzati, sterilizzare, frullare, omogeneizzare.","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Animazione,"Ogni sera, al Bluserena Kalidria Hotel & Thalasso SPA, l’atmosfera si accende di eleganti suggestioni con la musica dal vivo crea momenti intimi e raffinati. Se hai voglia di leggerezza e divertimento, bastano pochi passi per raggiungere i vicini Calanè Resort e Valentino Resor t, dove ti attendono spettacoli, attività sportive e una vivace animazione . I più piccoli trovano un mondo fatto su misura per loro: giochi, avventure e nuovi amici li aspettano nei Club dedicati, suddivisi per fasce d’età dai 12 mesi ai 17 anni, sempre seguiti con attenzione dal nostro staff. Così i genitori possono concedersi momenti di relax, avvolti dalla quiete di questo angolo di paradiso.","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Sport,"Al Kalidria Hotel & Thalasso SPA, l’allenamento trova la sua dimensione più raffinata: una palestra Technogym con il supporto di un personal trainer. Nella splendida Ethra Reserve , lo sport si trasforma in un’energia che accompagna le giornate e le riempie di vitalità. Le 6 piscine per il nuoto o il relax; il mare e il vento, da vivere con barche a vela e windsurf. Campi immersi nel verde e aree fitness dedicate al movimento, ogni attività è un modo diverso di ascoltare il corpo e lasciarsi guidare dal piacere del gioco. E quando il gioco si fa passione, il padel firmato Gianluca Zambrotta regala un’atmosfera speciale: campi panoramici che trasformano ogni partita in un’esperienza da ricordare.","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Thalasso SPA,"È la splendida beauty SPA all’interno del Kalidria Hotel & Thalasso SPA . Ti accoglie con due piscine con acqua di mare, una esterna e una interna con percorso Acquatonico marino. Qui puoi goderti trattamenti di talassoterapia, estetica, sauna, bagno turco, massaggi, percorsi benessere, relax e programmi di remise en forme.","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
169,Kalidria Hotel & Thalasso Spa,Ethra Reserve,Puglia,Vacanza accessibile,"Il resort è progettato per garantire un soggiorno accessibile e confortevole anche agli ospiti con mobilità ridotta. La struttura è senza barriere architettoniche e mette a disposizione camere dedicate per persone con disabilità, oltre a posti riservati nel parcheggio, nell’anfiteatro e nell’area spiaggia. Per facilitare l’accesso al mare è disponibile una sedia JOB , pensata per accompagnare gli ospiti con difficoltà motorie durante il bagno. Su richiesta è inoltre possibile usufruire del noleggio di sedie a rotelle, per muoversi con maggiore comodità all’interno del resort.","a partire da € 133,00 / persona invece di € 152,95",https://www.ilmiovillaggio.it/villaggio/169/kalidria-hotel-thalasso-spa
